main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0002-2392-4869,W2244698514,Na marginesie artykułu prof. Adama Nowaczyka „Zrozumieć Tarskiego”,2014,2014-01-01,,article,0,,Polish Historical and Cultural Studies,,,0,,Philosophy; Theology
0000-0002-2392-4869,W2250074100,Philosophical Aspects of Symbolization in Mathematics and Logic,1990,1990-01-01,,article,0,Dialnet (Universidad de la Rioja),History and Theory of Mathematics,,,0,,Epistemology; Calculus (dental); Mathematics; Computer science; Mathematics education; Cognitive science; Philosophy; Psychology; Medicine
0000-0002-2392-4869,W2270348298,2. Aus der Geschichte der Philosophie und Mathematik,2019,2019-06-17,https://doi.org/10.1515/9783110546989-003,book-chapter,0,,"History and Theory of Mathematics; Philosophy, Science, and History",,,0,,Philosophy
0000-0002-2392-4869,W2295048778,Filozofia matematyki i logiki w lwowskiej szkole matematycznej,2011,2011-01-01,,article,0,,Language and Culture; Education and Cultural Studies; Contemporary Social and Economic Issues,,,0,,Political science
0000-0002-2392-4869,W2442885684,"Michael D. RESNIK (Ed.): Mathematical Objects and Mathematical Knowledge. Aldershot / Broockfield, USA / Singapore / Sydney: Dartmouth 1995, xxi + 647 pp. (= The International Research Library of Philosophy 13).",1996,1996-08-12,https://doi.org/10.1163/18756735-90000655,article,0,Grazer Philosophische Studien,History and Theory of Mathematics,,,0,,Sociology; Media studies; Library science; Computer science
0000-0002-2392-4869,W2471601739,Rozwój i wychowanie moralne dzieci i młodzieży,1979,1979-06-30,https://doi.org/10.21852/sem.1979.05,article,0,Seminare Poszukiwania naukowe,"Education and Cultural Studies; Diverse Academic Research Studies; Catholicism, Bioethics, Media, Education",,,0,,Theology; Psychology; Philosophy
0000-0002-2392-4869,W2473231513,Infinity in mathematics. Struggles with a necessary but troublesome concept,2014,2014-06-24,,article,0,,Mathematical and Theoretical Analysis,,,0,,Infinity; Calculus (dental); Mathematics; Mathematics education; Mathematical analysis
0000-0002-2392-4869,W2482008882,Kapitel 4. Mengen und Mengenlehren,2010,2010-05-18,https://doi.org/10.1515/9783110220605.191,book-chapter,0,,Physics and Engineering Research Articles; History and Theory of Mathematics,,,0,,Chemistry
0000-0002-2392-4869,W2486877615,Kapitel 2 Aus der Geschichte der Philosophie und Mathematik,2010,2010-05-18,https://doi.org/10.1515/9783110220605.26,book-chapter,0,,,,,0,,Philosophy
0000-0002-2392-4869,W2491029781,1. Auf dem Weg zu den reellen Zahlen,2019,2019-06-17,https://doi.org/10.1515/9783110546989-002,book-chapter,0,,History and Theory of Mathematics,,,0,,Philosophy
0000-0002-2392-4869,W2495252934,Kapitel 5. Axiomatik und Logik,2010,2010-05-18,https://doi.org/10.1515/9783110220605.234,book-chapter,0,,Linguistic research and analysis,,,0,,Computer science; Philosophy
0000-0002-2392-4869,W2499063331,Vorwort zur 3. Auflage,2015,2015-01-01,,article,0,,Public Administration and Political Analysis; Law and Political Science,,,0,,Philosophy
0000-0002-2392-4869,W2500040521,Kapitel 3. Über Grundfragen der Philosophie der Mathematik,2010,2010-05-18,https://doi.org/10.1515/9783110220605.138,book-chapter,0,,"Philosophy, Science, and History; Philosophy and Theoretical Science",,,0,,Philosophy
0000-0002-2392-4869,W2500470050,5. Axiomatik und Logik,2019,2019-06-17,https://doi.org/10.1515/9783110546989-006,book-chapter,0,,,,,0,,Computer science; Philosophy
0000-0002-2392-4869,W2502915976,Kapitel 1. Auf demWeg zu den reellen Zahlen,2010,2010-05-18,https://doi.org/10.1515/9783110220605.6,book-chapter,0,,,,,0,,Philosophy
0000-0002-2392-4869,W2503379744,3. Über Grundfragen der Philosophie der Mathematik,2019,2019-06-17,https://doi.org/10.1515/9783110546989-004,book-chapter,0,,"Philosophy, Science, and History; Philosophy and Theoretical Science",,,0,,Philosophy
0000-0002-2392-4869,W2506182048,Kapitel 6. Rückblick,2010,2010-05-18,https://doi.org/10.1515/9783110220605.274,book-chapter,0,,,,,0,,Geology
0000-0002-2392-4869,W2522804030,Henryk Struve i Władysław Biegański – między tradycyjną a nową logiką,2015,2015-01-01,,article,0,,Language and Culture; Polish Historical and Cultural Studies,,,0,,Philosophy; Epistemology
0000-0002-2392-4869,W2556372152,Geneza katechizmu w Kościele: jak doszło do powstania katechizmu- książki?,2014,2014-01-01,,article,0,Studia Katechetyczne,"Theology and Canon Law Studies; Catholicism, Bioethics, Media, Education; Education and Cultural Studies",,,0,,Theology; Philosophy
0000-0002-2392-4869,W2587533395,Wokół pojęcia katechezy według Jana Pawła II,2007,2007-01-01,,article,0,Studia Pastoralne,"Education and Cultural Studies; Catholicism, Bioethics, Media, Education; Theology and Canon Law Studies",,,0,,Theology; Philosophy
0000-0002-2392-4869,W2603666675,Pojęcie „katechetyki” w refleksji współczesnych autorów polskich,2005,2005-01-01,,article,0,Studia Pastoralne,"Education and Cultural Studies; Catholicism, Bioethics, Media, Education; Polish Legal and Social Issues",,,0,,Mathematics; Theology; Philosophy
0000-0002-2392-4869,W2768929155,Obraz matematyki i logiki w polskich encyklopediach okresu międzywojennego,2017,2017-01-01,,article,0,Kwartalnik Historii Nauki i Techniki,Language and Culture; Central European Literary Studies; Polish Historical and Cultural Studies,,,0,,Theology; Philosophy
0000-0002-2392-4869,W2899055034,Philosophy of Mathematics,2018,2018-10-22,https://doi.org/10.1515/9783110468335,book,0,,"Computability, Logic, AI Algorithms; Mathematical and Theoretical Analysis",,,0,,Mathematics education; Mathematics; Epistemology; Philosophy
0000-0002-2392-4869,W2945509411,"O tym, jak Herakles walczył z hydrą, czyli o niezupełności arytmetyki raz jeszcze",2016,2016-01-01,https://doi.org/10.31338/uw.9788323527343.pp.53-56,book-chapter,0,,"Classical Philosophy and Thought; Historical, Religious, and Philosophical Studies",,,0,,Art; Philosophy
0000-0002-2392-4869,W3012107448,LOGIKA A MATEMATYKA I FILOZOFIA MATEMATYKI,2018,2018-10-01,https://doi.org/10.2307/j.ctvxrpx9m.6,book-chapter,0,Logika,Language and Culture,,,0,,Philosophy
0000-0002-2392-4869,W4205571253,Books received,1995,1995-02-01,https://doi.org/10.1007/bf01058535,article,0,Studia Logica,,Jan Woleński; Adam Grobler,0000-0001-7676-7839; 0000-0002-3400-4494,2,,Computational linguistics; Computer science; Linguistics; Mathematics; Natural language processing; Philosophy
0000-0002-2392-4869,W4212812487,Backmatter,2015,2015-04-15,https://doi.org/10.1515/9783110331189-bm,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4232543425,Personenverzeichnis,2019,2019-06-17,https://doi.org/10.1515/9783110546989-011,book-chapter,0,,Medical and Health Sciences Research; Law and Political Science; German Literature and Culture Studies,,,0,,Philosophy
0000-0002-2392-4869,W4232610443,Literatur,2019,2019-06-17,https://doi.org/10.1515/9783110546989-010,book-chapter,0,,Medical Practices and Rehabilitation; German Literature and Culture Studies,,,0,,Philosophy
0000-0002-2392-4869,W4233203692,Vorwort zur 1. Auflage,2019,2019-06-17,https://doi.org/10.1515/9783110546989-206,book-chapter,0,,Public Administration and Political Analysis,,,0,,Philosophy; Political science
0000-0002-2392-4869,W4235387924,Biographies,2018,2018-10-22,https://doi.org/10.1515/9783110468335-009,book-chapter,0,,,,,0,,History
0000-0002-2392-4869,W4235531855,Frontmatter,2019,2019-06-17,https://doi.org/10.1515/9783110546989-fm,book-chapter,0,,,,,0,,Geology
0000-0002-2392-4869,W4238469632,Index of Names,2018,2018-10-22,https://doi.org/10.1515/9783110468335-011,book-chapter,0,,,,,0,,Index (typography); Statistics; Mathematics; Computer science; World Wide Web
0000-0002-2392-4869,W4239387055,Bibliography,2018,2018-10-22,https://doi.org/10.1515/9783110468335-010,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4240386518,Frontmatter,2010,2010-05-18,https://doi.org/10.1515/9783110220605.fm,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4240716187,Frontmatter,2012,2012-09-25,https://doi.org/10.1515/9783110264630.fm,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4241669955,Books received,1989,1989-06-01,https://doi.org/10.1007/bf02770516,article,0,Studia Logica,,Janusz Czelakowski; Jan Woleński; Marek Zirk-Sadowski; Andrzej Skowron,0000-0002-6611-2377; 0000-0001-7676-7839; 0000-0003-1740-0863; 0000-0002-5271-6559,4,,Computational linguistics; Linguistics; Computer science; Natural language processing; Philosophy
0000-0002-2392-4869,W4241836089,Backmatter,2010,2010-05-18,https://doi.org/10.1515/9783110220605.bm,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4242292808,Inhaltsverzeichnis,2010,2010-05-18,https://doi.org/10.1515/9783110220605.toc,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4243419565,Contents,2018,2018-10-22,https://doi.org/10.1515/9783110468335-toc,paratext,0,,,,,0,,Environmental science
0000-0002-2392-4869,W4243722157,Begriffsverzeichnis,2019,2019-06-17,https://doi.org/10.1515/9783110546989-013,book-chapter,0,,Public Administration and Political Analysis; Law and Political Science; German Literature and Culture Studies,,,0,,Geology
0000-0002-2392-4869,W4244900776,Kurzbiographien,2019,2019-06-17,https://doi.org/10.1515/9783110546989-009,book-chapter,0,,German Literature and Culture Studies,,,0,,Geology
0000-0002-2392-4869,W4246630439,3. On Fundamental Questions of the Philosophy of Mathematics,2018,2018-10-22,https://doi.org/10.1515/9783110468335-004,book-chapter,0,,Philosophy and Theoretical Science; Philosophy and History of Science,,,0,,Mathematics education; Epistemology; Philosophy of mathematics; Mathematics; Calculus (dental); Philosophy; Medicine
0000-0002-2392-4869,W4246703718,Vorwort zur 4. Auflage,2019,2019-06-17,https://doi.org/10.1515/9783110546989-203,book-chapter,0,,Public Administration and Political Analysis; Law and Political Science,,,0,,Philosophy
0000-0002-2392-4869,W4247160849,7. Rückblick,2019,2019-06-17,https://doi.org/10.1515/9783110546989-008,book-chapter,0,,German Literature and Culture Studies; Public Administration and Political Analysis,,,0,,Geology
0000-0002-2392-4869,W4247905524,Vorwort zur 3. Auflage,2019,2019-06-17,https://doi.org/10.1515/9783110546989-204,book-chapter,0,,Public Administration and Political Analysis; Law and Political Science,,,0,,Political science
0000-0002-2392-4869,W4249215240,Symbolverzeichnis,2019,2019-06-17,https://doi.org/10.1515/9783110546989-012,book-chapter,0,,,,,0,,Philosophy
0000-0002-2392-4869,W4249447583,Index of Symbols,2018,2018-10-22,https://doi.org/10.1515/9783110468335-012,book-chapter,0,,,,,0,,Index (typography); Computer science; World Wide Web
0000-0002-2392-4869,W4250690487,6. Thinking and Calculating Infinitesimally – First Nonstandard Steps,2018,2018-10-22,https://doi.org/10.1515/9783110468335-007,book-chapter,0,,Mathematical and Theoretical Analysis; Pragmatism in Philosophy and Education; History and Theory of Mathematics,,,0,,Infinitesimal; Philosophy; Epistemology; Mathematics; Theoretical physics; Physics; Mathematical analysis
0000-0002-2392-4869,W4253603090,Książki nadesłane,2016,2016-07-01,https://doi.org/10.14708/wm.v52i1.3394,article,0,Wiadomości Matematyczne,"Polish Historical and Cultural Studies; Polish Legal and Social Issues; finance, banking, and market dynamics",,,0,,Philosophy; Psychology
0000-0002-2392-4869,W4254408554,Vorwort zur 2. Auflage,2019,2019-06-17,https://doi.org/10.1515/9783110546989-205,book-chapter,0,,Public Administration and Political Analysis,,,0,,Humanities; Philosophy
0000-0002-2392-4869,W4256173312,Książki nadesłane,2017,2017-03-01,https://doi.org/10.14708/wm.v52i2.3314,article,0,Wiadomości Matematyczne,"Polish Historical and Cultural Studies; Polish Legal and Social Issues; finance, banking, and market dynamics",,,0,,Philosophy; Traditional medicine; Psychology; Medicine
0000-0002-2392-4869,W4256598946,Frontmatter,2018,2018-10-22,https://doi.org/10.1515/9783110468335-fm,book-chapter,0,,,,,0,,Computer science
0000-0002-2392-4869,W4361030065,The English Algebra of Logic in the 19th Century,1995,1995-01-01,https://doi.org/10.1163/9789004457423_007,book-chapter,0,,Historical Linguistics and Language Studies,Witold Marciszewski,0000-0003-3384-5782,1,,Algebra over a field; Mathematics; History; Computer science; Pure mathematics
0000-0002-2392-4869,W4361030067,Mechanized Deduction Systems,1995,1995-01-01,https://doi.org/10.1163/9789004457423_009,book-chapter,0,,Electric Motor Design and Analysis; Wind Turbine Control Systems; Control and Stability of Dynamical Systems,Witold Marciszewski,0000-0003-3384-5782,1,,Computer science; Calculus (dental); Mathematics; Medicine
0000-0002-2392-4869,W4361030078,Index of Names,1995,1995-01-01,https://doi.org/10.1163/9789004457423_012,book-chapter,0,,,Witold Marciszewski,0000-0003-3384-5782,1,,Index (typography); Mathematics; Statistics; Computer science; World Wide Web
0000-0002-2392-4869,W4361030085,Index of Subjects,1995,1995-01-01,https://doi.org/10.1163/9789004457423_011,book-chapter,0,,,Witold Marciszewski,0000-0003-3384-5782,1,,Index (typography); Statistics; Mathematics; Computer science; World Wide Web
0000-0002-2392-4869,W4361030087,Preliminary Material,1995,1995-01-01,https://doi.org/10.1163/9789004457423_001,book-chapter,0,,,Witold Marciszewski,0000-0003-3384-5782,1,,Materials science
0000-0002-2392-4869,W4361030108,The 20th Century Way to Formalization and Mechanization,1995,1995-01-01,https://doi.org/10.1163/9789004457423_008,book-chapter,0,,Mechanics and Biomechanics Studies,Witold Marciszewski,0000-0003-3384-5782,1,,Mechanization; Computer science; Engineering; History; Archaeology; Agriculture
0000-0002-2392-4869,W4361030116,Extended Table of Contents,1995,1995-01-01,https://doi.org/10.1163/9789004457423_013,book-chapter,0,,,Witold Marciszewski,0000-0003-3384-5782,1,,Table (database); Computer science; Database
0000-0002-2392-4869,W4361030153,References,1995,1995-01-01,https://doi.org/10.1163/9789004457423_010,book-chapter,0,,,Witold Marciszewski,0000-0003-3384-5782,1,,Computer science
